,caption,video_id,sen_id
84500,a female narrator describes a bag made to store charging cables,video1487,84500
127400,a master chef cooking in a star hotel and preparing food in which he is placing a red bowl with meat on the burner and put the sliced onion into the red bowl,video1488,127400
64740,a casserole is displayed,video1489,64740
71440,a car is modified for a movie,video149,71440
65600,a churro (fried dough) shop is featured showing how the food is prepared,video1490,65600
63500,a cartoon of freddy kruger killing another man,video1491,63500
14200,a bunch of animated characters are gathered around a track,video1492,14200
87960,a clip of a video game showing two men fighting,video1493,87960
25040,a bird avoids a persons hand and flies away from it,video1494,25040
72440,a bunch of middle aged people dancing,video1495,72440
104580,a girl is wearing a blue coat a bright red collar and hat,video1496,104580
135680,a green tree with a bunch of trees in the distance,video1497,135680
30320,a girl sings into a microphone,video1498,30320
40060,a girl is afraid and reading something,video1499,40060
125540,lines are created on top of another on the computer screen,video15,125540
127620,video showing how a leopoard runs with incredible speed,video150,127620
52980,a kid is drawing,video1500,52980
2120,a 3d animation of animated characters,video1501,2120
57680,a man demonstrating cpr on a stuffed dalmatian,video1502,57680
52620,a lady is explaining to another lady in the audience,video1503,52620
130580,an orange and blue fish swims with white and red fish and a gold fish,video1504,130580
135380,four doctors sit on a couch and discuss a blonde woman with a very large bump on the side of her right face,video1505,135380
5960,a band and a woman star in a music video,video1506,5960
91700,a clip taken from a sitcom featuring two women,video1507,91700
14500,a boy walking with his mother,video1508,14500
98200,beautiful girl in a white dress walking the ramp,video1509,98200
122180,a man with a dress and a woman are talking,video151,122180
139080,a man in a black car travels in reverse and kicking up a gray colored dust storm,video1510,139080
14700,a british man is throwing a shotput,video1511,14700
109620,a man in a black chef coat cuts an onion while two women speak,video1512,109620
6060,a animated character is automatically drawn,video1513,6060
44500,a man is showing how to fold paper,video1514,44500
22760,a blond woman hugs her friend and carries some flowers,video1515,22760
68700,a child explaining a process on an iphone,video1516,68700
109800,a man seems disapointed as another caresses a bagel,video1517,109800
135440,a man in a black striped shirt sits next to a woman with black hair and discusses his time in germany,video1518,135440
72880,a bunch of eggs are rolling past on a conveyor belt in a factory,video1519,72880
23700,a battle scene in a movie,video152,23700
14380,a boy with a mop and a bucket,video1520,14380
31700,a guy performs on the voice,video1521,31700
31940,a guy shoots a basketball from midcourt and some players laugh,video1522,31940
13460,a boy knocking on a door,video1523,13460
13900,a brunette cartoon girl is swaying back and forth and raising her hands,video1524,13900
46880,a man is commentating while playing a pokemon game,video1525,46880
54580,a large toy truck,video1526,54580
26040,a bunch of children are reacting to a phone watch,video1527,26040
117380,there is a man making a dish with medium heated pan,video1528,117380
128540,a woman walks through a store that offers odds and ends for large housing items,video1529,128540
120820,some one in a kitchen adding meat pieces to the boiling water,video153,120820
100040,a white plate with chopped meat and someone shows it,video1530,100040
57760,a man describes calling the piece during a ted talk,video1531,57760
71020,a car being explained,video1532,71020
4320,a baking soda info is telling,video1533,4320
24520,a bearded man speaks on a pulpit,video1534,24520
15080,a boy is playing in a yard,video1535,15080
130560,two extremely talented athletes are vying for the win in a table tennis match,video1536,130560
101680,a young women colouring her upper eyes with blue colour,video1537,101680
33140,a group of people are singing about the sea,video1538,33140
62640,a character punches another character in the face and runs,video1539,62640
75180,a cartoon character is standing at the edge of a cliff,video154,75180
68920,a child is playing with toys,video1540,68920
121060,a song that says blue jeans and people wearing yellow shirts in a classroom,video1541,121060
14660,a british soccer coach leading his team into practice,video1542,14660
103840,a man in green t-shirt is practising his table tennis skills,video1543,103840
14920,a boy is playing in a classroom,video1544,14920
97380,two doubles teams play badminton by volleying the birdie across a net,video1545,97380
38460,a few teenagers are reacting to a video,video1546,38460
42280,a girl enjoys her vacation,video1547,42280
139280,a scene from the classic movie jurassic park,video1548,139280
60740,a man begins folding a piece of origami,video1549,60740
130540,men in black suits find two guys they are speaking in another language and they all start fighting,video155,130540
118900,an ad for vietnam and cambodia tours showing various views of the country side,video1550,118900
104640,motorcycles weave in and out of traffic and one motorcycle crashes underneath a red and white tractor trailer,video1551,104640
116120,a male applying make up to another male as he s receiving his make up he asks how do you know how to do this,video1552,116120
109460,the modeling girl wearing grey colour dress and sing the wonderful song,video1553,109460
55300,a guy sings on stage,video1554,55300
40080,a girl is eating food,video1555,40080
16060,a boy is talking about how to make something out of paper,video1556,16060
1480,a adventure action game play,video1557,1480
1080,a  stout boy is explaining somethign with hand and facial expresion,video1558,1080
101740,a movie clip of a musical video with various artists,video1559,101740
35120,a funny indian clip showing two guys talking on the phone,video156,35120
109600,a man is talking then a woman reads out the words displayed on screen,video1560,109600
102900,a thin tall model is playing with the sides of her thong bikini then it cuts away to a model in nude bra and panties,video1561,102900
27840,a group of girls try on some lotion,video1562,27840
